place_id,sequence_string,sequence_label,sequence_cluster_id
13204003500,0100110,seq_0100110,SC1
13204003600,0100000,seq_0100000,SC1
13204003700,0100000,seq_0100000,SC1
13204003800,1100111,seq_1100111,SC1
13204003900,1100000,seq_1100000,SC1
13204004000,0101000,seq_0101000,SC1
13204004100,1100000,seq_1100000,SC1
13204004200,1101000,seq_1101000,SC1
13204004300,1111110,seq_1111110,SC1
13204004400,0100000,seq_0100000,SC1
13204004500,0100000,seq_0100000,SC1
13204004600,0100000,seq_0100000,SC1
13204004700,0100000,seq_0100000,SC1
13204004800,1111111,seq_1111111,SC1
13204004900,1100000,seq_1100000,SC1
13204005000,0100110,seq_0100110,SC1
13204005100,0100000,seq_0100000,SC1
13204005200,1100000,seq_1100000,SC1
13204005300,0100000,seq_0100000,SC1
13204005400,0100000,seq_0100000,SC1
13204005500,0100000,seq_0100000,SC1
13205000100,0100000,seq_0100000,SC1
13205000200,0100000,seq_0100000,SC1
13205000300,0100110,seq_0100110,SC1
13205000400,0100000,seq_0100000,SC1
13205000600,0100000,seq_0100000,SC1
13205000700,0100000,seq_0100000,SC1
13205000800,0100000,seq_0100000,SC1
13205000900,1100110,seq_1100110,SC1
13205001000,0100011,seq_0100011,SC1
13205001100,0100000,seq_0100000,SC1
13205001200,0100000,seq_0100000,SC1
13205001300,0100000,seq_0100000,SC1
13205001400,0100000,seq_0100000,SC1
13205001500,0100000,seq_0100000,SC1
13205001600,0100000,seq_0100000,SC1
13205001700,0100000,seq_0100000,SC1
13205001800,0100000,seq_0100000,SC1
13205001900,0100000,seq_0100000,SC1
13205002000,0100000,seq_0100000,SC1
13205002100,0100000,seq_0100000,SC1
13205002200,0100000,seq_0100000,SC1
13205002300,0100000,seq_0100000,SC1
13205002400,0100000,seq_0100000,SC1
13205002500,0100000,seq_0100000,SC1
13205002600,0100000,seq_0100000,SC1
13205002700,0100010,seq_0100010,SC1
13205002800,0100010,seq_0100010,SC1
13205002900,0100000,seq_0100000,SC1
13205003000,0100000,seq_0100000,SC1
13205003100,0100000,seq_0100000,SC1
13205003200,0000001,seq_0000001,SC1
13205003300,0100110,seq_0100110,SC1
13205003400,0100110,seq_0100110,SC1
13205003500,0000001,seq_0000001,SC1
13205003600,0000001,seq_0000001,SC1
13205003700,0100000,seq_0100000,SC1
13205003800,0100010,seq_0100010,SC1
13205003900,0000001,seq_0000001,SC1
13205004000,0100110,seq_0100110,SC1
13205004100,0100000,seq_0100000,SC1
13205004200,0100000,seq_0100000,SC1
13205004300,0100000,seq_0100000,SC1
13205004400,0100000,seq_0100000,SC1
13205004500,0100000,seq_0100000,SC1
13205004600,0100000,seq_0100000,SC1
13205004700,0100110,seq_0100110,SC1
13205004800,0100000,seq_0100000,SC1
13205004900,0100000,seq_0100000,SC1
13205005000,0100110,seq_0100110,SC1
13205005100,0100110,seq_0100110,SC1
13205005200,0100000,seq_0100000,SC1
13205005300,0100110,seq_0100110,SC1
13205005400,0100000,seq_0100000,SC1
13205005500,0100000,seq_0100000,SC1
13205005600,0000001,seq_0000001,SC1
13205005700,0100110,seq_0100110,SC1
13205005800,0100000,seq_0100000,SC1
13205005900,0100110,seq_0100110,SC1
13205006000,0100110,seq_0100110,SC1
13205006100,0000110,seq_0000110,SC1
13205006200,0100000,seq_0100000,SC1
13205006400,0100110,seq_0100110,SC1
13205006500,0000001,seq_0000001,SC1
13205006600,0100000,seq_0100000,SC1
13205006700,0000001,seq_0000001,SC1
13205006800,1100110,seq_1100110,SC1
13205007000,0100000,seq_0100000,SC1
13205007100,0100001,seq_0100001,SC1
13205007200,0100110,seq_0100110,SC1
13205007300,0100110,seq_0100110,SC1
13205007400,0100000,seq_0100000,SC1
13205007500,0100000,seq_0100000,SC1
13205007600,0100000,seq_0100000,SC1
13205007700,0000110,seq_0000110,SC1
13205007800,0100010,seq_0100010,SC1
13205007900,0100000,seq_0100000,SC1
13205008000,0100010,seq_0100010,SC1
13205008100,0100110,seq_0100110,SC1
13205008200,0100110,seq_0100110,SC1
13205008300,0100000,seq_0100000,SC1
13205008400,0100000,seq_0100000,SC1
13205008500,0100000,seq_0100000,SC1
13205008600,0110000,seq_0110000,SC1
13205008700,0100110,seq_0100110,SC1
13205008800,0100000,seq_0100000,SC1
13205008900,0100000,seq_0100000,SC1
13205009000,0000000,seq_0000000,SC0_no_presence
13205009200,0100000,seq_0100000,SC1
13205009300,0000001,seq_0000001,SC1
13205009400,0100000,seq_0100000,SC1
13205009500,0100110,seq_0100110,SC1
13205009600,0100000,seq_0100000,SC1
13205009700,0100110,seq_0100110,SC1
13205009800,0100000,seq_0100000,SC1
13205009900,0100110,seq_0100110,SC1
13205010000,0100000,seq_0100000,SC1
13205010100,0000001,seq_0000001,SC1
13205010200,0100110,seq_0100110,SC1
13205010300,0100000,seq_0100000,SC1
13205010400,0101110,seq_0101110,SC1
13205010500,0100000,seq_0100000,SC1
13205010700,0000001,seq_0000001,SC1
13205010800,0101110,seq_0101110,SC1
13205010900,1111111,seq_1111111,SC1
13205011000,0101110,seq_0101110,SC1
13205011100,0101111,seq_0101111,SC1
13205011200,0100010,seq_0100010,SC1
13205011300,0000110,seq_0000110,SC1
13205011400,0101110,seq_0101110,SC1
13205011500,0101110,seq_0101110,SC1
13205011600,1111111,seq_1111111,SC1
13205011700,0100000,seq_0100000,SC1
13205011800,0000001,seq_0000001,SC1
13205011900,0000001,seq_0000001,SC1
13205012000,0000001,seq_0000001,SC1
13205012100,0111110,seq_0111110,SC1
13205012200,0100111,seq_0100111,SC1
13205012300,0100000,seq_0100000,SC1
13205012400,1100010,seq_1100010,SC1
13205012500,0000001,seq_0000001,SC1
13205012600,0101110,seq_0101110,SC1
13205012700,0100000,seq_0100000,SC1
13205012800,0000110,seq_0000110,SC1
13205012900,0100110,seq_0100110,SC1
13205013000,0001110,seq_0001110,SC3
13205013100,0011000,seq_0011000,SC1
13205013200,0000110,seq_0000110,SC1
13205013300,0101110,seq_0101110,SC1
13205013400,0101110,seq_0101110,SC1
13205013500,0111110,seq_0111110,SC1
13205013600,0000000,seq_0000000,SC0_no_presence
13205013700,0111110,seq_0111110,SC1
13205013800,0000001,seq_0000001,SC1
13205013900,1101111,seq_1101111,SC1
13205014000,1101110,seq_1101110,SC1
13205014100,0100000,seq_0100000,SC1
13205014200,0100010,seq_0100010,SC1
13205014300,0000001,seq_0000001,SC1
13205014400,1100111,seq_1100111,SC1
13205014500,0100000,seq_0100000,SC1
13205014600,0000001,seq_0000001,SC1
13205014700,0100000,seq_0100000,SC1
13205014800,0111000,seq_0111000,SC1
13205014900,0000001,seq_0000001,SC1
13205015000,0100110,seq_0100110,SC1
13205015100,0000000,seq_0000000,SC0_no_presence
13205015200,0000000,seq_0000000,SC0_no_presence
13205015400,0100010,seq_0100010,SC1
13205015600,0100110,seq_0100110,SC1
13205015700,0000000,seq_0000000,SC0_no_presence
13205015800,0101111,seq_0101111,SC1
13205016100,0000010,seq_0000010,SC1
13205016200,0100000,seq_0100000,SC1
13205016300,0100000,seq_0100000,SC1
13205016400,0100000,seq_0100000,SC1
13205016500,0100000,seq_0100000,SC1
13205016600,0101000,seq_0101000,SC1
13205016700,0100000,seq_0100000,SC1
13205016800,0100000,seq_0100000,SC1
13205016900,0100000,seq_0100000,SC1
13205017000,0100000,seq_0100000,SC1
13205017100,0100110,seq_0100110,SC1
13205017200,0100000,seq_0100000,SC1
13205017300,0100000,seq_0100000,SC1
13205017400,0100000,seq_0100000,SC1
13205017500,0000001,seq_0000001,SC1
13205017600,0100000,seq_0100000,SC1
13205017700,0100110,seq_0100110,SC1
13205017800,0000110,seq_0000110,SC1
13205017900,0100110,seq_0100110,SC1
13205018000,0100000,seq_0100000,SC1
13206000100,1100111,seq_1100111,SC1
13206000200,0000000,seq_0000000,SC0_no_presence
13206000300,0100111,seq_0100111,SC1
13206000401,0001000,seq_0001000,SC3
13206000402,0001000,seq_0001000,SC3
13206000403,0001000,seq_0001000,SC3
13206000404,0001000,seq_0001000,SC3
13206000405,0001000,seq_0001000,SC3
13206000406,0001000,seq_0001000,SC3
13206000407,0001000,seq_0001000,SC3
13206000408,0001000,seq_0001000,SC3
13206000409,0001000,seq_0001000,SC3
13206000410,0001000,seq_0001000,SC3
13206000411,0001000,seq_0001000,SC3
13206000412,0001000,seq_0001000,SC3
13206000413,0001000,seq_0001000,SC3
13206000414,0001000,seq_0001000,SC3
13206000415,0001000,seq_0001000,SC3
13206000416,0001000,seq_0001000,SC3
13206000417,0001000,seq_0001000,SC3
13206000419,0001000,seq_0001000,SC3
13206000420,0001000,seq_0001000,SC3
13206000421,0001000,seq_0001000,SC3
13206000422,0001000,seq_0001000,SC3
13206000423,0001000,seq_0001000,SC3
13206000424,0001000,seq_0001000,SC3
13206000425,0001000,seq_0001000,SC3
13206000426,0001000,seq_0001000,SC3
13206000427,0001000,seq_0001000,SC3
13206000428,0001000,seq_0001000,SC3
13206000429,0001000,seq_0001000,SC3
13206000461,0001000,seq_0001000,SC3
13206000462,0001000,seq_0001000,SC3
13206000463,0001000,seq_0001000,SC3
13206000464,0001000,seq_0001000,SC3
13206000465,0001000,seq_0001000,SC3
13206000500,1100110,seq_1100110,SC1
13206000600,0101111,seq_0101111,SC1
13206000900,0000111,seq_0000111,SC1
13206001000,0000001,seq_0000001,SC1
13206001100,0000001,seq_0000001,SC1
13206001200,0100001,seq_0100001,SC1
13206001300,1100110,seq_1100110,SC1
13206001400,0100000,seq_0100000,SC1
13206001500,1100110,seq_1100110,SC1
13206001600,0100000,seq_0100000,SC1
13206001700,0000000,seq_0000000,SC0_no_presence
13206001800,1110000,seq_1110000,SC1
13206001900,0100000,seq_0100000,SC1
13206002000,0100000,seq_0100000,SC1
13206002100,1101110,seq_1101110,SC1
13206002200,0100111,seq_0100111,SC1
13206002301,0001000,seq_0001000,SC3
13206002302,0001000,seq_0001000,SC3
13206002303,0001000,seq_0001000,SC3
13206002304,0001000,seq_0001000,SC3
13206002305,0001000,seq_0001000,SC3
13206002306,0001000,seq_0001000,SC3
13206002307,0001000,seq_0001000,SC3
13206002308,0001000,seq_0001000,SC3
13206002309,0001000,seq_0001000,SC3
13206002310,0001000,seq_0001000,SC3
13206002311,0001000,seq_0001000,SC3
13206002312,0001000,seq_0001000,SC3
13206002313,0001000,seq_0001000,SC3
13206002314,0001000,seq_0001000,SC3
13206002315,0001000,seq_0001000,SC3
13206002316,0001000,seq_0001000,SC3
13206002600,0100000,seq_0100000,SC1
13206002700,0001000,seq_0001000,SC3
13206002800,0001000,seq_0001000,SC3
13206002900,1000000,seq_1000000,SC5
13206003000,0001000,seq_0001000,SC3
13206003100,0000000,seq_0000000,SC0_no_presence
13206003200,0000000,seq_0000000,SC0_no_presence
13206003300,1100110,seq_1100110,SC1
13206003400,1000000,seq_1000000,SC5
13206003401,1100111,seq_1100111,SC1
13206003500,0100110,seq_0100110,SC1
13206003600,0001000,seq_0001000,SC3
13206003701,0001000,seq_0001000,SC3
13206003703,0001000,seq_0001000,SC3
13206003704,0001000,seq_0001000,SC3
13206003706,0001000,seq_0001000,SC3
13206003707,0001000,seq_0001000,SC3
13206003708,0001000,seq_0001000,SC3
13206003709,0001000,seq_0001000,SC3
13206003710,0001000,seq_0001000,SC3
13206003711,0001000,seq_0001000,SC3
13206003712,0001000,seq_0001000,SC3
13206003713,0001000,seq_0001000,SC3
13206003714,0001000,seq_0001000,SC3
13206003715,0001000,seq_0001000,SC3
13206003716,0001000,seq_0001000,SC3
13206003717,0001000,seq_0001000,SC3
13206003718,0001000,seq_0001000,SC3
13206003719,0001000,seq_0001000,SC3
13206003720,0001000,seq_0001000,SC3
13206003721,0001000,seq_0001000,SC3
13206003800,0000001,seq_0000001,SC1
13207000100,0001000,seq_0001000,SC3
13207000200,0100000,seq_0100000,SC1
13207000300,0100001,seq_0100001,SC1
13207000400,0100110,seq_0100110,SC1
13207000500,0000010,seq_0000010,SC1
13207000600,0000010,seq_0000010,SC1
13207000700,1100000,seq_1100000,SC1
13207000800,0100000,seq_0100000,SC1
13207000900,0100000,seq_0100000,SC1
13207001000,0100000,seq_0100000,SC1
13207001100,0100000,seq_0100000,SC1
13207001200,1100000,seq_1100000,SC1
13207001300,0100000,seq_0100000,SC1
13207001400,0000110,seq_0000110,SC1
13207001500,0100000,seq_0100000,SC1
13207001600,0100000,seq_0100000,SC1
13207001700,1000000,seq_1000000,SC5
13207001800,0100000,seq_0100000,SC1
13207001900,0000111,seq_0000111,SC1
13207002000,0100010,seq_0100010,SC1
13207002100,0001000,seq_0001000,SC3
13207002200,0101010,seq_0101010,SC1
13207002300,0000010,seq_0000010,SC1
13207002400,0100000,seq_0100000,SC1
13207002500,0100010,seq_0100010,SC1
13207002600,0100010,seq_0100010,SC1
13207002900,0000010,seq_0000010,SC1
13207003000,0100000,seq_0100000,SC1
13207003100,0000010,seq_0000010,SC1
13207003200,0000110,seq_0000110,SC1
13207003300,0100110,seq_0100110,SC1
13207003400,0000111,seq_0000111,SC1
13207003500,0100000,seq_0100000,SC1
13207003600,0100110,seq_0100110,SC1
13207003700,0000000,seq_0000000,SC0_no_presence
13207003800,0000010,seq_0000010,SC1
13207004300,0001000,seq_0001000,SC3
13207004400,0001100,seq_0001100,SC3
13207004500,0100000,seq_0100000,SC1
13207004600,0001100,seq_0001100,SC3
13207004700,1000000,seq_1000000,SC5
13207004800,0100110,seq_0100110,SC1
13207004900,0000010,seq_0000010,SC1
13207005000,0000100,seq_0000100,SC4
13207005100,0000001,seq_0000001,SC1
13207005200,0000010,seq_0000010,SC1
13208000100,0100011,seq_0100011,SC1
13208000200,0100101,seq_0100101,SC1
13208000300,0100110,seq_0100110,SC1
13208000400,0100000,seq_0100000,SC1
13208000500,1111000,seq_1111000,SC1
13208000600,1100000,seq_1100000,SC1
13208000700,0100101,seq_0100101,SC1
13208000800,1001001,seq_1001001,SC3
13208000900,1101100,seq_1101100,SC1
13208001000,0100110,seq_0100110,SC1
13208001100,1111100,seq_1111100,SC1
13208001200,0100000,seq_0100000,SC1
13208001300,0101000,seq_0101000,SC1
13208001400,1100000,seq_1100000,SC1
13208001500,0101000,seq_0101000,SC1
13208001600,0100110,seq_0100110,SC1
13208001700,1110000,seq_1110000,SC1
13208001800,0100111,seq_0100111,SC1
13208001900,0101110,seq_0101110,SC1
13208002000,1101100,seq_1101100,SC1
13208002100,0101100,seq_0101100,SC1
13208002200,1110111,seq_1110111,SC1
13208002300,0111111,seq_0111111,SC1
13208002400,0001100,seq_0001100,SC3
13208002500,1101110,seq_1101110,SC1
13208002600,0101101,seq_0101101,SC1
13208002700,1110000,seq_1110000,SC1
13208002800,0101111,seq_0101111,SC1
13208002901,0100101,seq_0100101,SC1
13208002902,0000001,seq_0000001,SC1
13208003000,0100111,seq_0100111,SC1
13208003100,0100111,seq_0100111,SC1
13208003200,0000100,seq_0000100,SC4
13208003300,0000110,seq_0000110,SC1
13208003400,0100110,seq_0100110,SC1
13208003500,0100110,seq_0100110,SC1
13208003600,1101111,seq_1101111,SC1
13208003700,0101000,seq_0101000,SC1
13208003800,1101110,seq_1101110,SC1
13208003900,0101011,seq_0101011,SC1
13208004000,0101111,seq_0101111,SC1
13208004100,0001110,seq_0001110,SC3
13208004200,0100101,seq_0100101,SC1
13208004300,0000100,seq_0000100,SC4
13208004400,0101111,seq_0101111,SC1
13208004500,1101111,seq_1101111,SC1
13208004600,0101110,seq_0101110,SC1
13208004700,1101111,seq_1101111,SC1
13208004800,0101111,seq_0101111,SC1
13208004900,0111110,seq_0111110,SC1
13208005000,1100110,seq_1100110,SC1
13208005100,0001000,seq_0001000,SC3
13208005101,0001000,seq_0001000,SC3
13208005102,0001000,seq_0001000,SC3
13208005103,0001000,seq_0001000,SC3
13208005104,0001000,seq_0001000,SC3
13208005105,0001000,seq_0001000,SC3
13208005106,0001000,seq_0001000,SC3
13208005107,0001000,seq_0001000,SC3
13208005108,0001000,seq_0001000,SC3
13208005109,0001000,seq_0001000,SC3
13208005111,0001000,seq_0001000,SC3
13208005112,0001000,seq_0001000,SC3
13208005113,0001000,seq_0001000,SC3
13208005114,0001000,seq_0001000,SC3
13208005201,0001000,seq_0001000,SC3
13208005202,0001000,seq_0001000,SC3
13208005301,0001000,seq_0001000,SC3
13208005302,0001000,seq_0001000,SC3
13208005303,0001000,seq_0001000,SC3
13208005304,0001000,seq_0001000,SC3
13208005305,0001000,seq_0001000,SC3
13208005306,0001000,seq_0001000,SC3
13208005401,0001000,seq_0001000,SC3
13208005402,0001000,seq_0001000,SC3
13208005403,0001000,seq_0001000,SC3
13208005404,0001000,seq_0001000,SC3
13208005405,0001000,seq_0001000,SC3
13208005406,0001000,seq_0001000,SC3
13208005407,0001000,seq_0001000,SC3
13208005408,0001000,seq_0001000,SC3
13208005409,0001000,seq_0001000,SC3
13208005500,0001000,seq_0001000,SC3
13208005600,0001000,seq_0001000,SC3
13208005700,0001000,seq_0001000,SC3
13208005800,0001000,seq_0001000,SC3
13208006000,0000001,seq_0000001,SC1
13208006300,1000000,seq_1000000,SC5
13208006400,1100000,seq_1100000,SC1
13208006500,1100000,seq_1100000,SC1
13209000100,0100000,seq_0100000,SC1
13209000200,0000111,seq_0000111,SC1
13209000300,0010110,seq_0010110,SC1
13209000400,0000000,seq_0000000,SC0_no_presence
13209000500,0100000,seq_0100000,SC1
13209000600,0000110,seq_0000110,SC1
13209000700,0100000,seq_0100000,SC1
13209001000,0000110,seq_0000110,SC1
13209001100,0100110,seq_0100110,SC1
13209001200,0000000,seq_0000000,SC0_no_presence
13209001300,0101111,seq_0101111,SC1
13209001400,0100000,seq_0100000,SC1
13209001500,0101110,seq_0101110,SC1
13209001600,0100110,seq_0100110,SC1
13209001700,0100111,seq_0100111,SC1
13209001800,0101110,seq_0101110,SC1
13209001900,0100110,seq_0100110,SC1
13209002000,0100110,seq_0100110,SC1
13209002100,0001100,seq_0001100,SC3
13209002200,0101110,seq_0101110,SC1
13209002300,0000110,seq_0000110,SC1
13209002400,0100110,seq_0100110,SC1
13209002500,0100110,seq_0100110,SC1
13209002700,0100110,seq_0100110,SC1
13209002900,0000110,seq_0000110,SC1
13209003000,0100110,seq_0100110,SC1
13209003100,0100110,seq_0100110,SC1
13209003209,0000010,seq_0000010,SC1
13209003211,0000010,seq_0000010,SC1
13209003224,0000010,seq_0000010,SC1
13209003226,0000010,seq_0000010,SC1
13209003237,0000010,seq_0000010,SC1
13209003239,0000010,seq_0000010,SC1
13209003240,0000010,seq_0000010,SC1
13209003244,0000010,seq_0000010,SC1
13209003249,0000010,seq_0000010,SC1
13209003253,0000010,seq_0000010,SC1
13209003254,0000010,seq_0000010,SC1
13209003255,0000010,seq_0000010,SC1
13209003256,0000010,seq_0000010,SC1
13209003263,0000010,seq_0000010,SC1
13209003400,0101110,seq_0101110,SC1
13209003500,0100110,seq_0100110,SC1
13209003600,0000111,seq_0000111,SC1
13209003700,0000111,seq_0000111,SC1
13209003800,0100110,seq_0100110,SC1
13209003900,0100110,seq_0100110,SC1
13209004000,0100110,seq_0100110,SC1
13209004100,0100110,seq_0100110,SC1
13209004200,0101110,seq_0101110,SC1
13209004300,0100111,seq_0100111,SC1
13209004400,0100110,seq_0100110,SC1
13209004500,0000110,seq_0000110,SC1
13209004600,0100000,seq_0100000,SC1
13209004700,0100111,seq_0100111,SC1
13209004800,0100000,seq_0100000,SC1
13209004900,0100110,seq_0100110,SC1
13209005000,0100000,seq_0100000,SC1
13209005100,0101110,seq_0101110,SC1
13209005200,0000110,seq_0000110,SC1
13209005300,0000110,seq_0000110,SC1
13209005600,0100000,seq_0100000,SC1
13209005700,0100000,seq_0100000,SC1
13209005800,0100001,seq_0100001,SC1
13209005900,0110110,seq_0110110,SC1
13209006000,1111110,seq_1111110,SC1
13209006100,1111111,seq_1111111,SC1
13209006200,0101110,seq_0101110,SC1
13209006300,0110110,seq_0110110,SC1
13209006400,0100000,seq_0100000,SC1
13209006500,0100110,seq_0100110,SC1
13209006600,0100110,seq_0100110,SC1
13209006700,0100110,seq_0100110,SC1
13209006800,0100000,seq_0100000,SC1
13209007000,0100110,seq_0100110,SC1
13209007100,0101111,seq_0101111,SC1
13209007200,0100000,seq_0100000,SC1
13209007400,0101111,seq_0101111,SC1
13209007500,0100110,seq_0100110,SC1
13209007700,0100000,seq_0100000,SC1
13209007800,1111000,seq_1111000,SC1
13209008000,0100000,seq_0100000,SC1
13209008100,0100110,seq_0100110,SC1
13209008200,0110110,seq_0110110,SC1
13209008300,0100110,seq_0100110,SC1
13209008400,1111111,seq_1111111,SC1
13209008500,0000111,seq_0000111,SC1
13209008600,1101110,seq_1101110,SC1
13209008800,0100000,seq_0100000,SC1
13209008900,0100110,seq_0100110,SC1
13209009100,0111111,seq_0111111,SC1
13209009200,0100111,seq_0100111,SC1
13209009300,0100110,seq_0100110,SC1
13209009400,0101111,seq_0101111,SC1
13209009500,0100110,seq_0100110,SC1
13209009700,0101011,seq_0101011,SC1
13209009800,0101111,seq_0101111,SC1
13209009900,0101111,seq_0101111,SC1
13209010000,1111111,seq_1111111,SC1
13209010200,1111111,seq_1111111,SC1
13209010500,0100110,seq_0100110,SC1
13209010600,0100110,seq_0100110,SC1
13209010700,0101000,seq_0101000,SC1
13209010800,0111110,seq_0111110,SC1
13209010900,0100110,seq_0100110,SC1
13209011000,0100110,seq_0100110,SC1
13209011100,0000000,seq_0000000,SC0_no_presence
13209011200,0000000,seq_0000000,SC0_no_presence
13209011300,0100110,seq_0100110,SC1
13209011400,0100110,seq_0100110,SC1
13209011500,0100000,seq_0100000,SC1
13209011600,0100110,seq_0100110,SC1
13209011700,0111110,seq_0111110,SC1
13209011800,0100111,seq_0100111,SC1
13209012000,0100110,seq_0100110,SC1
13209012200,0101111,seq_0101111,SC1
13209012300,0100110,seq_0100110,SC1
13209012400,0101110,seq_0101110,SC1
13209012500,0101110,seq_0101110,SC1
13209012600,0010110,seq_0010110,SC1
13209012700,0100110,seq_0100110,SC1
13209012800,0000110,seq_0000110,SC1
13209012900,0101111,seq_0101111,SC1
13209013000,0110111,seq_0110111,SC1
13209013200,0100110,seq_0100110,SC1
13209013300,0100000,seq_0100000,SC1
13209013400,0100000,seq_0100000,SC1
13209013500,0100110,seq_0100110,SC1
13209013600,0100110,seq_0100110,SC1
13209013700,0100110,seq_0100110,SC1
13209013800,0111110,seq_0111110,SC1
13209013900,0100110,seq_0100110,SC1
13209014000,0100000,seq_0100000,SC1
13209014100,0110110,seq_0110110,SC1
13209014200,0110110,seq_0110110,SC1
13209014300,0100000,seq_0100000,SC1
13209014400,0100110,seq_0100110,SC1
13209014500,0100000,seq_0100000,SC1
13209014600,0100110,seq_0100110,SC1
13209014700,0001100,seq_0001100,SC3
13209014800,0100110,seq_0100110,SC1
13209014900,0100000,seq_0100000,SC1
13209015000,0101111,seq_0101111,SC1
13209015100,0100110,seq_0100110,SC1
13209015200,0100110,seq_0100110,SC1
13209015300,0100000,seq_0100000,SC1
13209015400,0110000,seq_0110000,SC1
13209015600,0100000,seq_0100000,SC1
13209015700,0100000,seq_0100000,SC1
13209015800,0101111,seq_0101111,SC1
13209015900,1100000,seq_1100000,SC1
13209016000,0100000,seq_0100000,SC1
13209016100,0100110,seq_0100110,SC1
13209016200,0100000,seq_0100000,SC1
13209016300,0100000,seq_0100000,SC1
13209016400,0100001,seq_0100001,SC1
13209016500,0100000,seq_0100000,SC1
13209016600,0100110,seq_0100110,SC1
13209016700,0100000,seq_0100000,SC1
13209016800,1100110,seq_1100110,SC1
13209016900,0101111,seq_0101111,SC1
13209017000,0100000,seq_0100000,SC1
13209017100,0000110,seq_0000110,SC1
13209017200,0100110,seq_0100110,SC1
13209017300,0100110,seq_0100110,SC1
13209017400,0100000,seq_0100000,SC1
13209017500,0100000,seq_0100000,SC1
13209017700,0100110,seq_0100110,SC1
13209017900,0100000,seq_0100000,SC1
13209018000,0100000,seq_0100000,SC1
13209018100,0100110,seq_0100110,SC1
13209018300,0100110,seq_0100110,SC1
13209018400,0110111,seq_0110111,SC1
13209018600,0100110,seq_0100110,SC1
13209018900,0100111,seq_0100111,SC1
13209019000,0101110,seq_0101110,SC1
13209019200,0100000,seq_0100000,SC1
13209019400,0100001,seq_0100001,SC1
13209019500,0000111,seq_0000111,SC1
13209019600,0100000,seq_0100000,SC1
13209019700,0000110,seq_0000110,SC1
13209019800,0100000,seq_0100000,SC1
13209019900,0100000,seq_0100000,SC1
13209020000,0000010,seq_0000010,SC1
13209020100,0100000,seq_0100000,SC1
13209020200,0100000,seq_0100000,SC1
13209020300,0100110,seq_0100110,SC1
13209020400,0100000,seq_0100000,SC1
13209020500,0100000,seq_0100000,SC1
13209020600,0000110,seq_0000110,SC1
13209020700,0100000,seq_0100000,SC1
13209020800,0100110,seq_0100110,SC1
13209020900,0100110,seq_0100110,SC1
13209021000,0100010,seq_0100010,SC1
13209021100,0100000,seq_0100000,SC1
13209021200,1100010,seq_1100010,SC1
13209021300,0000110,seq_0000110,SC1
13209021400,0001000,seq_0001000,SC3
13209021500,0111111,seq_0111111,SC1
13209021600,0100110,seq_0100110,SC1
13209021700,0100110,seq_0100110,SC1
13209021800,0000110,seq_0000110,SC1
13209021900,0101110,seq_0101110,SC1
13209022000,0100110,seq_0100110,SC1
13209022100,0100000,seq_0100000,SC1
13209022200,0101111,seq_0101111,SC1
13209022300,0000110,seq_0000110,SC1
13209022400,0100110,seq_0100110,SC1
13209022500,0100110,seq_0100110,SC1
13209022700,0000000,seq_0000000,SC0_no_presence
13209022800,0100000,seq_0100000,SC1
13209022900,0100000,seq_0100000,SC1
13209023000,0100000,seq_0100000,SC1
13209023100,0100110,seq_0100110,SC1
13209023200,0100110,seq_0100110,SC1
13209023300,0100000,seq_0100000,SC1
13209023400,0000000,seq_0000000,SC0_no_presence
13209023500,0100110,seq_0100110,SC1
13209023700,0110000,seq_0110000,SC1
13209023800,0100000,seq_0100000,SC1
13209023900,0100000,seq_0100000,SC1
13209024000,0100110,seq_0100110,SC1
13209024100,0100111,seq_0100111,SC1
13209024200,0110111,seq_0110111,SC1
13209024300,0100110,seq_0100110,SC1
13209024400,0100111,seq_0100111,SC1
13209024500,0110000,seq_0110000,SC1
13209024600,0100111,seq_0100111,SC1
13209024700,0100010,seq_0100010,SC1
13209024800,0100110,seq_0100110,SC1
13209024900,0110110,seq_0110110,SC1
13209025000,0100110,seq_0100110,SC1
13209025100,0100110,seq_0100110,SC1
13209025200,0100000,seq_0100000,SC1
13209025300,0101110,seq_0101110,SC1
13209025400,0100010,seq_0100010,SC1
13209025500,0100110,seq_0100110,SC1
13209025600,0100110,seq_0100110,SC1
13209025700,0100110,seq_0100110,SC1
13209025800,0100000,seq_0100000,SC1
13209025900,0101000,seq_0101000,SC1
13209026100,0100000,seq_0100000,SC1
13209026200,0110111,seq_0110111,SC1
13209026300,0110110,seq_0110110,SC1
13209026400,0100110,seq_0100110,SC1
13209026500,0100000,seq_0100000,SC1
13209026600,1100110,seq_1100110,SC1
13209026700,0100111,seq_0100111,SC1
13209026800,0100110,seq_0100110,SC1
13209026900,0100111,seq_0100111,SC1
13209027000,0100110,seq_0100110,SC1
13209027100,0100000,seq_0100000,SC1
13209027200,0100010,seq_0100010,SC1
13209027300,0110111,seq_0110111,SC1
13209027400,0100000,seq_0100000,SC1
13209027500,0000110,seq_0000110,SC1
13209027600,0111111,seq_0111111,SC1
13209027800,0100000,seq_0100000,SC1
13209027900,0110110,seq_0110110,SC1
13209028000,0100110,seq_0100110,SC1
13209028100,0110111,seq_0110111,SC1
13209028300,0101110,seq_0101110,SC1
13209028400,0100000,seq_0100000,SC1
13209028500,0100110,seq_0100110,SC1
13209028600,0100111,seq_0100111,SC1
13209028700,0100000,seq_0100000,SC1
