"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","X","Y"
13205017300,13205,"173","","青梅市No.173遺跡","青梅市 二俣尾四丁目","[縄文時代]","包蔵地","","縄文土器　剥片　石皿",139.2134338,35.80645447,-56023.4255582174,-21295.8111484354
13205017400,13205,"174","","青梅市No.174遺跡","青梅市 二俣尾四丁目","[縄文時代]","包蔵地","","縄文土器片",139.2121635,35.80762389,-56137.4073859785,-21165.340734196
13205017500,13205,"175","","青梅市No.175遺跡","青梅市 柚木町三丁目","[中世]","その他の墓","楕円形　1基","",139.195787,35.80252845,-57621.1115193705,-21721.1500055198
13205017600,13205,"176","","青梅市No.176遺跡","青梅市 柚木町二丁目","[縄文時代]","包蔵地","","縄文土器片　須恵質土器片",139.2098289,35.80419912,-56350.8156034435,-21543.9657811561
13205017700,13205,"177","","青梅市No.177遺跡","青梅市 柚木町二丁目","[縄文時代（前期）][奈良時代][平安時代]","包蔵地","","縄文土器片　土師器片",139.2112708,35.80464463,-56220.1845960354,-21495.36677376
13205017800,13205,"178","","青梅市No.178遺跡","青梅市 成木七丁目","[奈良時代][平安時代]","包蔵地","","須恵器片　陶器片",139.2006518,35.83759635,-57156.2833572293,-17833.3326840042
13205017900,13205,"179","","青梅市No.179遺跡","青梅市 成木七丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器片　土師器片",139.2017161,35.83684487,-57060.6716810815,-17917.3282878835
13205018000,13205,"180","","青梅市No.180遺跡","青梅市 成木八丁目","[縄文時代]","包蔵地","","縄文土器片　石器",139.2291476,35.82022698,-54593.845006316,-19776.6762978414
13205018100,13205,"181","ししぼりいせき","シシボリ遺跡","青梅市 和田町一丁目　 和田町二丁目","[近世？]","その他（生産）","形態（堀）　堀　陥し穴","",139.2283683,35.77849478,-54692.8602090345,-24406.2687735904
13206000100,13206,"1","むさしこくぶんじあとかんれんいせき","武蔵国分寺跡関連遺跡","府中市 栄町一丁目　 栄町二丁目　 栄町三丁目　 武蔵台一丁目　 武蔵台二丁目","[旧石器時代][縄文時代（前期～後期）][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]炭化物集中部　[縄文時代]集石　土坑　焼土　[奈良時代][平安時代]土坑　火葬墓　[平安時代]住居　掘立柱建物　土坑　道路　溝　[中世][近世]柱穴列　土坑　道路　溝","ナイフ形石器　尖頭器　細石刃　石核　縄文土器　打斧　磨斧　石鏃　石匙　石錐　石錘　ピエス・エスキーユ　石皿　スタンプ形石器　剥片　凹石　敲石　土師器　須恵器　陶器(緑釉・灰釉)　磁器　擂鉢　瓦　石製品　砥石　鉄製品　瓦　銭貨　漆紙文書　土製品　木製くし　煙管",139.470458,35.69050485,-32842.3262386695,-34276.2762420625
13206000200,13206,"2","むさしこくふかんれんいせき","武蔵国府関連遺跡","府中市 日鋼町、片町一丁目、片町二丁目、片町三丁目 寿町一丁目、寿町二丁目、寿町三丁目、小柳町一丁目、小柳町二丁目 清水が丘一丁目、清水が丘二丁目、清水が丘三丁目 白糸台一丁目、白糸台二丁目、白糸台三丁目、白糸台四丁目、白糸台五丁目、白糸台六丁目 八幡町一丁目、八幡町二丁目、八幡町三丁目 府中町一丁目、府中町二丁目、府中町三丁目 分梅町一丁目、分梅町二丁目、分梅町三丁目 本宿町一丁目、本宿町二丁目、本宿町三丁目、本宿町四丁目 緑町一丁目、緑町二丁目、緑町三丁目 宮西町一丁目、宮西町二丁目、宮西町三丁目、宮西町四丁目、宮西町五丁目 宮町一丁目、宮町二丁目、宮町三丁目 美好町一丁目、美好町二丁目、美好町三丁目 若松町一丁目、若松町二丁目、若松町三丁目、日吉町 西府町一丁目、西府町二丁目、西府町三丁目、西府町四丁目、西府町五丁目、日新町二丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","官衙・集落","奈良時代][平安時代]住居　掘立柱建物　土坑　柵　道路　溝　井戸　土壙墓　地下式横穴墓　火葬墓　火葬遺構","須恵器　土師器　二彩　緑釉　刀子　鉄鏃　鉄斧　紡錘車　石帯　土錘　瓦",139.4847811,35.67019899,-31553.9906621484,-36533.7575992475
13206000300,13206,"3","みたけづか","御岳塚","府中市 本宿町一丁目","［縄文時代（前期～中期）］［奈良時代］［平安時代］[中世]［近世］","包蔵地・塚","[中世]周溝","",139.457327,35.67054776,-34039.2384667009,-36485.9002783783
13206000401,13206,"04-1","たかくらこふんぐん1ごうふん","高倉古墳群1号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4664047,35.66767101,-33218.6372783578,-36808.1610682719
13206000402,13206,"04-2","たかくらこふんぐん2ごうふん","高倉古墳群2号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","土師器",139.4674728,35.66994331,-33121.0013958767,-36556.4269662257
13206000403,13206,"04-3","たかくらこふんぐん3ごうふん","高倉古墳群3号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","土師器　須恵器",139.4654823,35.66918099,-33301.5168612525,-36640.3278772079
13206000404,13206,"04-4","たかくらこふんぐん4ごうふん","高倉古墳群4号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4670391,35.66970076,-33160.3643263762,-36583.1897949163
13206000405,13206,"04-5","たかくらこふんぐん5ごうふん","高倉古墳群5号墳","府中市 片町二丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","土師器　土器",139.4689057,35.67005159,-32991.2372193314,-36544.8961768455
13206000406,13206,"04-6","たかくらこふんぐん6ごうふん","高倉古墳群6号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝　石室","鉄鏃　砥石　臼玉　直刀　短刀　耳環　刀子",139.4669734,35.66843915,-33166.8339948574,-36723.1338064441
13206000407,13206,"04-7","たかくらこふんぐん7ごうふん","高倉古墳群7号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝　石室","鉄鏃　刀子",139.4671582,35.66868743,-33150.0011932117,-36695.6513633205
13206000408,13206,"04-8","たかくらこふんぐん8ごうふん","高倉古墳群8号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4667246,35.6685431,-33189.3151132827,-36711.5173240692
13206000409,13206,"04-9","たかくらこふんぐん9ごうふん","高倉古墳群9号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝　石室","鉄鏃　銅製品　小玉　はばき　耳環",139.4667531,35.66836457,-33186.808871766,-36731.3335155256
13206000410,13206,"04-10","たかくらこふんぐん10ごうふん","高倉古墳群10号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝　石室","刀子　丸玉　切子玉　算盤玉　直刀　短刀　耳環",139.4664688,35.66853202,-33212.477536982,-36712.6601349424
13206000411,13206,"04-11","たかくらこふんぐん11ごうふん","高倉古墳群11号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","土師器",139.4665398,35.66836457,-33206.1191806929,-36731.2614536472
13206000412,13206,"04-12","たかくらこふんぐん12ごうふん","高倉古墳群12号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4663764,35.66870528,-33220.7708189521,-36693.4070000159
13206000413,13206,"04-13","たかくらこふんぐん13ごうふん","高倉古墳群13号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝　石室","",139.4663479,35.66828946,-33223.5232434982,-36739.5294772502
13206000414,13206,"04-14","たかくらこふんぐん14ごうふん","高倉古墳群14号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4661489,35.66828374,-33241.5413444954,-36740.096764721
13206000415,13206,"04-15","たかくらこふんぐん15ごうふん","高倉古墳群15号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4667744,35.66785631,-33185.0909084954,-36787.7283433972
13206000416,13206,"04-16","たかくらこふんぐん16ごうふん","高倉古墳群16号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4668029,35.66801805,-33182.4438191779,-36769.7941290052
13206000417,13206,"04-17","たかくらこふんぐん17ごうふん","高倉古墳群17号墳","府中市 分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","土師器",139.4664545,35.66794294,-33214.0161445971,-36778.0093102975
13206000419,13206,"04-19","たかくらこふんぐん19ごうふん","高倉古墳群19号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4655321,35.66955635,-33296.8525721286,-36598.7013675513
13206000420,13206,"04-20","たかくらこふんぐん20ごうふん","高倉古墳群20号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","土師器",139.4636625,35.67035912,-33465.7721598322,-36509.0048511695
13206000422,13206,"04-22","たかくらこふんぐん22ごうふん","高倉古墳群22号墳","府中市片町二丁目","[古墳時代]","古墳","円墳","",139.4695013,35.669296,-32937.6283637157,-36628.9230525019
13206000423,13206,"04-23","たかくらこふんぐん23ごうふん","高倉古墳群23号墳","府中市片町二丁目","[古墳時代]","古墳","円墳","",139.4695854,35.66959118,-32929.8935453402,-36596.2032303807
13206000424,13206,"04-24","たかくらこふんぐん24ごうふん","高倉古墳群24号墳","府中市分梅町一丁目","[古墳時代]","古墳","円墳","",139.4652734,35.66843735,-33320.7376742258,-36722.7583503484
13206000425,13206,"04-25","たかくらこふんぐん25ごうふん","高倉古墳群25号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳","",139.4681483,35.66905561,-33060.2147889089,-36655.1381322266
13206000426,13206,"04-26","たかくらこふんぐん26ごうふん","高倉古墳群26号墳","府中市分梅町一丁目","[古墳時代]","古墳","円墳 竪穴建物跡　土坑　その他遺構","須恵器",139.4658296,35.66739574,-33270.8164505304,-36838.5056355763
13206000427,13206,"04-27","たかくらこふんぐん27ごうふん","高倉古墳群27号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳　[古墳時代]木棺","銅製品",139.4663231,35.66988855,-33225.1057797028,-36562.1140205831
13206000428,13206,"04-28","たかくらこふんぐん28ごうふん","高倉古墳群28号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳","",139.4629757,35.66750033,-33529.1429039737,-36825.9321007033
13206000429,13206,"04-29","たかくらこふんぐん29ごうふん","高倉古墳群29号墳","府中市分梅町一丁目","[古墳時代]","古墳","円墳","",139.4643704,35.66831965,-33402.5363276614,-36735.509693716
13206000461,13206,"04-A","","府中市No.4-A遺跡","府中市分梅町一丁目","[古墳時代]","古墳","円墳　[古墳時代]石室?","",139.4673745,35.66831965,-33130.571333923,-36736.5267492185
13206000462,13206,"04-G","","府中市No.4-G遺跡","府中市 美好町三丁目","[古墳時代?]","古墳?","[古墳時代]石室?","",139.4680397,35.66901695,-33070.0623391988,-36659.3906244814
13206000463,13206,"04-H","","府中市No.4-H遺跡","府中市 美好町三丁目","[古墳時代?]","古墳?","円墳?","",139.4648211,35.66950505,-33361.2406604138,-36604.151546888
13206000464,13206,"04-I","みみづか","耳塚","府中市 美好町三丁目","[古墳時代?]","古墳?","円墳?　2基","",139.4636783,35.66985156,-33464.5536486597,-36565.3202318407
13206000465,13206,"04-K","おおつか","大塚","府中市 美好町三丁目","[古墳時代?]","古墳?","円墳","",139.4633501,35.66907244,-33494.5909215692,-36651.6459519301
13206000421,13206,"04-21","たかくらこふんぐん21ごうふん","高倉古墳群21号墳","府中市 美好町三丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.4634424,35.66980022,-33485.931011381,-36570.935652689
13206000500,13206,"5","むさしだいいせき","武蔵台遺跡","府中市 武蔵台二丁目","[旧石器時代][縄文時代（早期・中期）]［奈良時代］［平安時代］","集落","[旧石器時代]礫群 炭化物集中地点 土坑 [縄文時代]住居 集石 土坑 配石","ナイフ形石器 尖頭器 掻器 彫器 錐 斧形石器 礫器 敲石 石核 縄文土器 打斧 磨斧 石鏃 掻器 石皿 磨石 スタンプ形石器 敲石 土製円板",139.463979,35.69131208,-33428.3791595969,-34184.5337404153
13206000600,13206,"6","おおくにたまじんじゃうらいせき","大国魂神社裏遺跡","府中市 宮町三丁目","[縄文時代（中期～晩期）]［古墳時代］［奈良時代］［平安時代］［中世］","集落・社寺","[縄文時代]住居 土坑","縄文土器 打斧 石鏃 石錐 石皿 磨石",139.4790327,35.66781638,-32075.3412574716,-36796.2289588633
13206000700,13206,"7","ふちゅうしゅく","府中宿","府中市 宮西町一丁目 宮西町二丁目 宮西町三丁目 宮西町四丁目 宮西町五丁目 宮町一丁目 宮町二丁目 宮町三丁目 八幡町一丁目 八幡町二丁目 片町二丁目 寿町一丁目 美好町三丁目 本町二丁目","[近世]","社寺・その他（宿場）","[近世]掘立柱建物 建物 土蔵 地下室 井戸 溝 墓地","陶磁器 土器 鉄製品 銅製品(煙管・簪） ガラス製品",139.4769727,35.67008257,-32260.9249442635,-36544.1378377777
13206000800,13206,"8","ほんしゅくいちりづか","本宿一里塚","府中市 日新町一丁目","[近世]","その他（塚）","※遺跡範囲のすべてが市指定史跡甲州街道本宿一里塚跡となっています。","",139.4564535,35.66799076,-34119.4034456978,-36769.2774421611
13206000900,13206,"9","でんしょうおうじあと","伝祥応寺跡","府中市 武蔵台二丁目","[奈良時代][平安時代][中世?]","社寺","","瓦 板碑",139.4666811,35.69234093,-33183.3986121122,-34071.3065133139
13206001000,13206,"10","よこかいどうきた１ごうづか","横海道北１号塚","府中市 武蔵台一丁目","中世","塚","塚状遺構","縄文土器 土師器 須恵器 土師質土器 瓦 陶器 かわらけ他",139.4683921,35.68689316,-33030.7919152521,-34676.2746554954
13206001100,13206,"11","さんぜんにんづか","三千人塚","府中市 矢崎町二丁目","[中世]","塚","※遺跡範囲のすべてが都指定史跡三千人塚 附 康元元年銘板碑一基となっています。","板碑 人骨 常滑産骨蔵器",139.4752554,35.66271016,-32419.3712914552,-37361.4857324381
13206001200,13206,"12","ひよしちょういせき","日吉町遺跡","府中市 日吉町","[縄文時代（中期）][中世]","包蔵地・社寺","","縄文土器 陶磁器",139.4820232,35.66248352,-31806.7210496865,-37388.8412247645
13206001300,13206,"13","てんじんちょういせき","天神町遺跡","府中市 天神町一丁目 天神町二丁目 天神町三丁目 天神町四丁目 幸町二丁目 幸町三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","包蔵地","[旧石器時代]ユニット [縄文時代]集石 集石土坑 焼土 土坑 [奈良時代][平安時代]土坑 溝 [近世]地下室","ナイフ形石器 尖頭器 槍先形尖頭器 細石刃 細石刃核 角錐状石器 掻器 削器 礫器 剥片 縄文土器 打斧 磨斧 礫器 石鏃 石匙 石錐 ピエス・エスキーユ 石皿 磨石 スタンプ形石器 凹石 敲石 台石 石製円盤 土玉 土師器 須恵器 土師質土器 陶器 鉄製品 瓦",139.4877678,35.68257138,-31278.7792221204,-35162.0879124861
13206001400,13206,"14","しんまちいせき","新町遺跡","府中市 新町二丁目","[縄文時代]","包蔵地","","縄文土器",139.4932065,35.68789759,-30784.4485119313,-34572.9019813305
13206001500,13206,"15","","府中市№15遺跡","府中市 若松町四丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代]","包蔵地","","掻器 石核 剥片 縄文土器 石鏃 土師器",139.5013089,35.67732925,-30055.0710781188,-35747.8908467162
13206001600,13206,"16","せんげんやままえやまいせき","浅間山前山遺跡","府中市 若松町四丁目 若松町五丁目","[縄文時代（早期）]","包蔵地","","縄文土器",139.5033719,35.67789033,-29868.117211237,-35686.2723997129
13206001700,13206,"17","","府中市No.17遺跡","府中市 白糸台一丁目","[時代不明]","塚","円墳","",139.5068651,35.66721598,-29555.8465432008,-36871.5671577191
13206001800,13206,"18","むさしのこうえんいせき","武蔵野公園遺跡","府中市 多磨町三丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代]","集落","[旧石器時代]礫群 [縄文時代]住居 土坑 配石","細石刃核 石核 縄文土器 打斧 土錘 磨斧 石鏃 石匙 石錘 磨石 敲石 弥生土器",139.5178956,35.69068281,-28548.8693498982,-34271.3599253046
13206001900,13206,"19","","府中市No.19遺跡","府中市 多磨町三丁目","[縄文時代]","包蔵地","[縄文時代]集石","",139.5187054,35.69009067,-28475.7881694327,-34337.2886515629
13206002000,13206,"20","","府中市No.20遺跡","府中市 多磨町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器 打斧 石匙",139.5194607,35.68905895,-28407.794404608,-34451.9691894159
13206002100,13206,"21","とびたきゅうきたいせき","飛田給北遺跡","府中市 朝日町三丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落","[旧石器時代]礫群 [縄文時代]土坑 [古墳時代]住居 竪穴遺構 溝 [奈良時代][平安時代]土坑 [近世]ピット列 土坑","ナイフ形石器 掻器 敲石 磨石 石核 焼礫 縄文土器 打斧 礫器 石槍 石皿 磨石 土師器 須恵器 砥石 青銅鉈尾 陶磁器",139.5230149,35.66873577,-28093.2344228404,-36707.6956032249
13206002200,13206,"22","ほんじゅくちょういせき","本宿町遺跡","府中市 本宿町一丁目 西府町一丁目","[縄文時代（草創期～早期・中期）]［奈良時代］［平安時代］［中世］","集落","[縄文時代]住居 ピット ユニット 土坑","縄文土器 打斧 石鏃 石錐 ピエス・エスキーユ 石皿 磨石 敲石 剥片 土偶 ミニチュア土器",139.4579558,35.67004635,-33982.5264884834,-36541.7456528396
13206002300,13206,"23","しらいとだいこふんぐん","白糸台古墳群","府中市 白糸台四丁目 白糸台五丁目","[古墳時代]","古墳","1号墳：所在地-五丁目20 検出遺構-周溝 出土遺物-土師器・鉄鏃 2号墳：所在地-五丁目16 検出遺構-周溝 出土遺物-土師器 3号墳：所在地-五丁目21 検出遺構-周溝 4号墳：所在地-五丁目19 検出遺構-横穴式石室 5号墳：所在地-五丁目19 検出遺構-横穴式石室 6号墳（瘧塚）：所在地-六丁目40 検出遺構-周溝","土師器 鉄鏃",139.5124749,35.66363144,-29049.2764516337,-37270.9170205108
13206002301,13206,"23-1","","府中市No.23-A遺跡","府中市 白糸台三丁目 白糸台五丁目","[時代不明]","その他（塚）?","A：所在地-白糸台五丁目52 B：所在地-白糸台五丁目12 C（襲山(塚））：所在地-白糸台五丁目14","",139.5150155,35.662962,-28819.500193469,-37345.9342178371
13206002400,13206,"24","","府中市No.24古墳","府中市","[古墳時代]","古墳","3基","",139.5045166,35.66421917,-29769.5743777595,-37203.331256034
13206002500,13206,"25","つねひさいちりづか","常久一里塚","府中市 若松町一丁目 清水が丘三丁目","[近世]","その他（塚）","※遺跡範囲のすべてが市指定史跡甲州街道常久一里塚跡となっています。","",139.4993166,35.6679707,-30238.9457638316,-36785.540030771
13206002600,13206,"26","しみずがおかいせき","清水が丘遺跡","府中市 若松町一丁目 清水が丘一丁目 清水が丘二丁目 清水が丘三丁目","[縄文時代（早期・中期～後期）]","集落","[縄文時代]住居 敷石住居 集石 集石土坑 炉穴 焼土土坑 土坑 配石 敷石遺構","ナイフ形石器 縄文土器 打斧 磨斧 石鏃 削器 石錐 磨石 敲石 剥片 耳栓 土偶",139.49657,35.66752443,-30487.7694426507,-36834.2015712687
13206002700,13206,"27","しみずがおかにしいせき","清水が丘西遺跡","府中市 清水が丘一丁目 清水が丘二丁目 八幡町三丁目","[古墳時代]","集落","[古墳時代]住居","土師器",139.495025,35.66638085,-30628.0782989432,-36960.5925793891
13206002800,13206,"28","ほんまちいせき","本町遺跡","府中市 本町一丁目 宮町三丁目","[古墳時代]","その他（方形周溝墓）","[古墳時代]方形周溝墓","土師器",139.4777973,35.66662153,-32187.6638694448,-36928.3845586337
13206002900,13206,"29","","府中市No.29遺跡","府中市 朝日町三丁目","[旧石器時代]","集落","[旧石器時代]礫群","ナイフ形石器 尖頭器 掻器 削器 彫器 敲石 石核 焼礫",139.521367,35.67629403,-28239.7573475711,-35868.6918731153
13206003000,13206,"30","たきくぼおうけつぼぐん","多喜窪横穴墓群","府中市 武蔵台二丁目","[古墳時代]","横穴墓","","",139.4660055,35.69185355,-33244.7454608291,-34125.1493844405
13206003100,13206,"31","せんげんやま","せんげん山","府中市 武蔵台二丁目","[時代不明]","その他（塚）","","鉄片 繊維",139.4649068,35.69020841,-33344.8676883014,-34307.2935352517
13206003200,13206,"32","","府中市No.32遺跡","府中市 武蔵台二丁目","[時代不明]","その他（塚）","","",139.4657651,35.69051513,-33267.05855465,-34273.5562075521
13206003300,13206,"33","むさしこくぶんじあとかんれん（むさしだいひがし）いせき","武蔵国分寺跡関連（武蔵台東）遺跡","府中市 武蔵台二丁目","[旧石器時代][縄文時代（早期・中期）]［奈良時代］［平安時代］","集落","[旧石器時代]遺物集中区 礫群 炭化物集中箇所 [縄文時代]住居 陥し穴","ナイフ形石器 掻器 彫器 縄文土器 打斧 磨斧 局部磨製石斧 石鏃 石皿 磨石 スタンプ形石器 土製円板 耳栓 石棒 土偶 浮子",139.4663831,35.69288523,-33210.1432023859,-34010.8195283087
13206003400,13206,"34","あさひちょういせき","朝日町遺跡","府中市 朝日町二丁目","[旧石器時代]","集落","[旧石器時代]礫群","ナイフ形石器 剥片",139.5174351,35.67654769,-28595.5907210508,-35839.412852668
13206003401,13206,"34-1","あさひちょういせき","朝日町遺跡","府中市 朝日町三丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世]","集落","土坑 礫群 溝状遺構 堅穴状遺構 硬化面","ナイフ形石器 フレイク 礫 細石刃 尖頭器 ハンマー 縄文土器 石鏃 打製石斧 磨石 陶器",139.5197877,35.67701914,-28382.4621530579,-35787.7912647023
13206003500,13206,"35","あさひちょうしんめいだいいせき","朝日町神明台遺跡","府中市 朝日町三丁目","[縄文時代][奈良時代][平安時代][近世]","包蔵地・集落","墳墓 溝 土坑 柵跡 陥し穴","縄文土器 土師器 須恵器 陶磁器 銅銭等",139.5204057,35.6661418,-28330.3634151841,-36994.7274398464
13206003600,13206,"36","むさしふちゅうくまのじんじゃこふん","武蔵府中熊野神社古墳","府中市 西府町二丁目","[古墳時代]","古墳","上円下方墳 ※遺跡範囲のすべてが国指定史跡武蔵府中熊野神社古墳となっています。","鞘尻金具 刀子 鉄釘 玉類 土師器 須恵器 陶磁器",139.4569602,35.67534549,-34070.4053999962,-35953.5003735335
13206003701,13206,"37-1","みたけづかこぐふんぐん１ごうふん","御嶽塚古墳群１号墳","府中市 本宿町一丁目","[古墳時代]","古墳","円墳 周溝","石製紡錘車",139.4590545,35.66870756,-33883.6276627234,-36690.6538699899
13206003800,13206,"38","ふちゅうだいはちしょうがっこういせき","府中第八小学校遺跡","府中市 是政一丁目","[中世]","集落・その他（水田）","[中世]掘立柱建物跡　水田跡等","陶磁器　土師器　カワラケ等",139.4954382,35.66213784,-30592.2884752735,-37431.4506513595
13207000100,13207,"1","やまのかみいせき","山ノ神遺跡","昭島市 拝島町三丁目","[古墳時代]","集落","[古墳時代]住居","土師器 土製支脚 ろう石製玉",139.3352492,35.71278556,-45067.0537291104,-31750.7303960203
13207000200,13207,"2","けいめいがくえんえーいせき","啓明学園A遺跡","昭島市 拝島町五丁目","[縄文時代（中期）]","包蔵地","","縄文土器 打斧 石鏃",139.3355582,35.70946822,-45040.9613304059,-32118.9108857314
13207000300,13207,"3","りゅうしんじひがしいせき","龍津寺東遺跡","昭島市 拝島町四丁目 拝島町五丁目","[縄文時代（中期～後期）][中世]","集落","[縄文時代（早期）]住居 敷石住居 集落 土坑 ピット 埋甕 [中世]溝状遺構","縄文土器 打斧 磨斧 石鏃 石匙 石錘 石皿 磨石 凹石 石棒",139.3413947,35.70647404,-44514.5087274101,-32453.7590191317
13207000400,13207,"4","さかうえいせき","坂上遺跡","昭島市 拝島町四丁目","[縄文時代（中期・晩期][奈良時代][平安時代]","包蔵地","","縄文土器 打斧 石槍 石鏃 掻器 削器 石錘 土師器 須恵器",139.342871,35.7057492,-44381.3221123861,-32534.8439336394
13207000500,13207,"5","","昭島市No.5遺跡","昭島市 拝島町一丁目","[平安時代?]","包蔵地","","土師器",139.3487761,35.70558193,-43847.064485834,-32556.0550504443
13207000600,13207,"6","","昭島市No.6遺跡","昭島市 緑町四丁目","[平安時代]","包蔵地","","土師器 須恵器",139.3439009,35.71222803,-44284.5431965331,-31816.5228918776
13207000700,13207,"7","はやしのうえいせき","林ノ上遺跡","昭島市 緑町四丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[旧石器時代]礫群 [縄文時代（早期）]土坑","ナイフ形石器 縄文土器 打斧 礫器 石鏃 掻器 石皿 磨石 凹石 敲石",139.3445876,35.71473687,-44221.0231251593,-31538.4920008916
13207000800,13207,"8","はいじまだいさんしょうふきんいせき","拝島第三小附近遺跡","昭島市 松原町三丁目 松原町四丁目 緑町四丁目 緑町五丁目","[縄文時代（早期）]","包蔵地","","縄文土器",139.3432593,35.71653896,-44340.2084603579,-31337.9617390992
13207000900,13207,"9","","昭島市No.9遺跡","昭島市 緑町二丁目 緑町四丁目","[縄文時代（早期・中期～後期）]","包蔵地","","縄文土器",139.3458235,35.71362184,-44109.8142158114,-31662.7539209079
13207001000,13207,"10","","昭島市No.10遺跡","昭島市 緑町四丁目","[縄文時代（早期・後期）]","包蔵地","","縄文土器 剥片",139.3447249,35.71303644,-44209.5394558421,-31727.2062010491
13207001100,13207,"11","","昭島市No.11遺跡","昭島市 緑町二丁目","[縄文時代（前期～中期）]","包蔵地","","縄文土器",139.3478148,35.71264618,-43930.1757447322,-31771.8905040145
13207001200,13207,"12","じょうがわらいせき","上川原遺跡","昭島市 上川原町 昭和町四丁目 昭和町五丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[縄文時代（早期）]住居 集石 土坑 ピット","ナイフ形石器 縄文土器 打斧 磨斧 局部磨斧 礫器 尖頭状石器 石鏃 石皿 磨石 スタンプ形石器 凹石 敲石",139.361215,35.71040609,-42718.8994008455,-32026.3292811077
13207001300,13207,"13","","昭島市No.13遺跡","昭島市 田中町一丁目 大神町二丁目","[縄文時代（中期～後期）][近世]","包蔵地","","縄文土器 銭貨（永楽通宝）",139.3550932,35.70650192,-43274.9353546573,-32456.7910534399
13207001400,13207,"14","じょうどじあと","浄土寺址","昭島市 田中町二丁目 大神町四丁目","[奈良時代][平安時代]","社寺","[時代不明]礎石","直刀",139.3565754,35.69975566,-43144.4478133025,-33205.8981247208
13207001500,13207,"15","","昭島市No.15遺跡","昭島市 拝島町六丁目","[縄文時代（早期～前期）]","包蔵地","","礫器",139.3396437,35.69471973,-44679.5115728933,-33757.0301382366
13207001600,13207,"16","","昭島市No.16遺跡","昭島市 拝島町六丁目","[縄文時代（早期～前期）]","包蔵地","","縄文土器 磨石 剥片",139.3454459,35.69296311,-44155.3695768609,-33954.5402852788
13207001700,13207,"17","","昭島市No.17遺跡","昭島市 大神町","[旧石器時代]","包蔵地","","尖頭器",139.3794033,35.72447999,-41065.9259791083,-30472.680525337
13207001800,13207,"18","にしうえいせき","西上遺跡","昭島市 中神町","[縄文時代（早期・中期）]","集落","[縄文時代（早期）]住居","縄文土器 打斧 磨斧 石鏃 石匙 石皿 磨石 スタンプ形石器 土製円板 土偶",139.368829,35.70413075,-42033.2477701613,-32725.8253862708
13207001900,13207,"19","きょうづかしたいせき","経塚下遺跡","昭島市 中神町 宮沢町","[奈良時代][平安時代][中世][近世？]","集落","[平安時代]住居 土坑","土師器 須恵器 陶器（灰釉） 刀子 釘 青銅製品 硯 瓦 カワラケ",139.3659138,35.70134485,-42298.5191744453,-33033.6510743938
